title,titleExt.es,titleExt.pt,languages.English,languages.Japanese,languages.Portuguese (Brazil),languages.Spanish (Latin Am),"languages.Chinese (Mandarin, PRC)",synopsis.long,synopsis.short,synopsis.medium,synopsisExt.en.long,synopsisExt.en.medium,synopsisExt.en.short,synopsisExt.es.long,synopsisExt.es.medium,synopsisExt.es.short,synopsisExt.pt.long,synopsisExt.pt.medium,synopsisExt.pt.short,synopsisExt.ru.long,synopsisExt.ru.medium,synopsisExt.ru.short,synopsisExt.fr.long,synopsisExt.fr.medium,synopsisExt.fr.short,synopsisExt.de.long,synopsisExt.de.medium,synopsisExt.de.short,maturity.bra,maturity.ca,maturity.irl,maturity.mex,maturity.usa,maturity.chl,maturity.per,maturity.col,maturity.aus,maturity.nzl,genres,studios,showUrl,showSlug,productionYear,releaseYear,quality,ratingUsTvMpaa,ratingPairs,venueId,versions,videoTypes,relevancy,description,id,type
The Promised Neverland,The Promised Neverland,The Promised Neverland,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,false,false,false,false,false,,,,,,"[""Horror"",""Shounen""]","[""Aniplex""]",/shows/the-promised-neverland/,the-promised-neverland,2018,2018,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""DJCTQ|14"",""RTC|B15"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",800858,"[""Simulcast""]","[""episode""]",1,"The orphans at Grace Field House have only ever known peace. Their home is nice, their bellies stay full, and their caretaker, Mom, loves them very much. But their world turns upside down when the smartest children of the bunch—Emma, Ray, and Norman—learn what horror awaits them on adoption day. Now, their cultivated wit may be their only chance of survival.",PSN,Show
The Quintessential Quintuplets,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,false,false,false,false,false,,,,false,true,"[""Comedy"",""Romance"",""Shounen""]","[""TBS""]",/shows/the-quintessential-quintuplets/,the-quintessential-quintuplets,2019,2019,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""DJCTQ|14""]",814123,"[""Simulcast"",""Uncut""]","[""episode""]",1,"Five times the gain. Five times the pain. Futaro already has his hands full with the quintuplets, but when his first love shows up out of nowhere, things get even more complicated. How the girls deal with the competition may just seal their fate—and his!",QTQ,Show
The Record of Lodoss War,The Record of Lodoss War,The Record of Lodoss War,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,false,false,false,false,false,,,,false,true,"[""Action/Adventure"",""Fantasy""]","[""Kadokawa Pictures""]",/shows/the-record-of-lodoss-war/,the-record-of-lodoss-war,1990,1990,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",372159,"[""Uncut""]","[""ova"",""episode""]",1,"In a land torn by war, young Parn and a ragtag team of adventurers set out to restore peace to the island of Lodoss. While an evil sorcerer seeks the destructive power of an ancient goddess, the Grey Witch presides over all with a cold-hearted bent for neutrality. The ensuing battles cost many lives before a brave new generation of heroes rises to face the sinister enemies once and for all.",RLW,Show
The Reflection,,,true,-,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,false,,false,,,,false,false,"[""Action/Adventure"",""Sci Fi""]",[],/shows/the-reflection/,the-reflection,2017,2017,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12"",""OFLC|M"",""FVLB|M""]",511931,"[""Simulcast""]","[""episode""]",1,"From legendary comic creator Stan Lee comes a brand-new superhero series! It happened suddenly—a worldwide phenomenon that took numerous lives and forever changed those that survived. The Reflection reformed the world and gifted many with power. Some use it for good, others for evil. But why did this happen and what does it mean for the future of the world? The shocking answer awaits you!",RFC,Show
The Rising of the Shield Hero,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,false,false,false,false,false,,,,false,true,"[""Action/Adventure"",""Fantasy""]","[""Kadokawa""]",/shows/the-rising-of-the-shield-hero/,the-rising-of-the-shield-hero,2019,2019,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""DJCTQ|14""]",800830,"[""Simulcast"",""Uncut""]","[""episode""]",1,"Learning that other nations are enduring the Calamity Waves, Naofumi vows to fight. But before he can begin, word comes that the massive Spirit Tortoise is free. Left unchecked, this rampaging monster could destroy the world. He assembles companions Raphtalia and Filo and a few new allies, one of which reveals scary news—this was no accident. Someone deliberately unleashed the legendary beast!",RSH,Show
The Rolling Girls,Rolling Girls,Rolling Girls,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,Sí,-,-,Sí,-,-,-,-,-,-,-,-,-,false,false,,false,false,false,false,false,false,false,"[""Action/Adventure"",""Comedy""]","[""Shochiku""]",/shows/the-rolling-girls/,the-rolling-girls,2015,2015,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""TV-US|TV-14"",""RTC|B15"",""CRRBR|A14"",""OFLC|M"",""FVLB|M""]",58636,"[""Simulcast"",""Uncut""]","[""episode""]",1,"In the wake of the Great Tokyo War, Japan, as the world once knew it, no longer exists. What remains is a fragmented network of independent nations ruled by heroes known as Bests. Each Best commands an army made of the Rest as they seek to conquer anyone in their path.",RLG,Show
The Royal Tutor,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,false,,false,,,,false,false,"[""Comedy""]","[""TV Tokyo""]",/shows/the-royal-tutor/,the-royal-tutor,2017,2017,"{""quality"":""HD"",""height"":1080}",TVPG,"[""CBSC|PG"",""RTE|Ch"",""TV-US|TV-PG"",""zw-movies|PG"",""OFLC|PG"",""FVLB|PG""]",371469,"[""Simulcast"",""Uncut""]","[""episode""]",1,The four princes of the Kingdom of Glanzreich have a lot to learn before becoming proper rulers and it’s up to Heine Wittgenstein to lay down some serious learning! What he lacks in height he makes up for in knowledge. But does he have what it takes to handle the distinctive personalities of these handsome yet tricky royal heirs? This royal tutor is about to school this troublesome bunch!,RYT,Show
The Sacred Blacksmith,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,true,,,true,,,,false,false,"[""Action/Adventure"",""Fantasy""]","[""Media Factory""]",/shows/the-sacred-blacksmith/,the-sacred-blacksmith,2009,2009,"{""quality"":""HD"",""height"":1080}",TVMA,"[""CBSC|18"",""TV-US|TV-MA"",""OFLC|M"",""FVLB|M""]",84523,"[""Uncut""]","[""episode""]",1,"The knight Cecily wants to defend the weak, but her lack of skill makes her an unlikely heroine—until the blacksmith Luke comes to her aid, using magic to forge blades of supernatural strength. Cecily wields this sacred steel and charges forth to face a new threat; a cloaked fiend is unleashing demons upon the land, and though he lurks in shadows, the villain is closer than Cecily knows.",SBL,Show
The Saint's Magic Power is Omnipotent,The Saint's Magic Power is Omnipotent,The Saint's Magic Power is Omnipotent,true,true,true,true,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,false,false,false,false,false,,,,false,true,"[""Fantasy"",""Slice of Life"",""Romance""]","[""Kadokawa""]",/shows/the-saints-magic-power-is-omnipotent/,the-saints-magic-power-is-omnipotent,2021,2021,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""DJCTQ|14"",""FVLB|R15"",""OFLC|M"",""RTC|B15"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",1396446,"[""Uncut"",""Simulcast""]","[""episode""]",1,"Why would an overworked woman want to be summoned to a magical new world? To live her ideal life of leisure, of course! For Sei, it’s truly a dream: studying spells and perfecting potions at the institute while helping people with their problems. But keeping a low profile is proving to be difficult as her magical power becomes omnipotent. Can Sei hide away in this fantasy forever? She hopes so!",SMP,Show
The Seven Deadly Sins,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,false,,false,,,,,,"[""Action/Adventure"",""Fantasy"",""Shounen""]","[""Kodansha""]",/shows/the-seven-deadly-sins/,the-seven-deadly-sins,2014,2014,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",354288,"[""Uncut""]","[""episode""]",1,"When Holy Knights arrest her family, Princess Elizabeth seeks out a group of legendary warriors known as the Seven Deadly Sins. Finding them is no easy task and her journey takes her to a small tavern run by an unassuming, albeit perverted, barkeep and his talking pig. But this man reveals himself to be Meliodas—the Dragon Sin of Wrath! Agreeing to help her, the two seek out the remaining sins.",SDS,Show
The Silver Guardian,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,false,,false,,,,false,false,"[""Action/Adventure"",""Fantasy"",""Sci Fi""]","[""Emon""]",/shows/the-silver-guardian/,the-silver-guardian,2017,2017,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12"",""OFLC|M"",""FVLB|M""]",365303,"[""Simulcast"",""Uncut""]","[""episode""]",1,"High school students and pro-level gamers Riku Suigin and Riku Rei are about to get swept up in an RPG unlike any other they’ve played before. Before her mysterious disappearance, Rei sends Suigin a device to access a new tomb raiding game. Upon inspecting it, Suigin is transported into the game where it’s up to him to put his skills to the test to save his friend.",SIG,Show
The Slayers,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,,,false,,,,false,false,"[""Action/Adventure"",""Fantasy""]","[""Enoki Films""]",/shows/the-slayers/,the-slayers,1995,1995,"{""quality"":""HD"",""height"":1080}",TVPG,"[""CBSC|PG"",""TV-US|TV-PG"",""OFLC|PG"",""FVLB|PG""]",85424,"[""Uncut""]","[""episode""]",1,"In a land of fantasy and magic, fiery sorceress Lina Inverse and her band of misfits travel from adventure to adventure—and occasionally save the world! With dim-witted swordsman Gourry, idealistic Amelia, and stoic Zelgadis at her side, Lina leads the charge against the forces of evil. If fame, fortune, and food should fall their way, even better!",SLY,Show
The Slayers Revolution,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,,,false,,,,,,"[""Action/Adventure"",""Fantasy""]","[""Enoki Films""]",/shows/the-slayers-revolution/,the-slayers-revolution,2008,2008,"{""quality"":""HD"",""height"":1080}",TVPG,"[""CBSC|PG"",""TV-US|TV-PG""]",85493,"[""Uncut""]","[""episode""]",1,"The original cast of The Slayers is reunited for the first time in over a decade in The Slayers Revolution! Lina’s gang goes head-to-head with Pokota, a little furball with a big destructive streak! But there’s more to Pokota than anyone knows, and if Lina can get to the bottom of his habit of blowing stuff up, she could end up with an awesome new ally!",SLR,Show
The Stranger by the Shore,The Stranger by the Shore,The Stranger by the Shore,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,false,false,false,false,false,,,,false,true,"[""Romance"",""Drama"",""Slice of Life""]","[""Fuji Creative""]",/shows/the-stranger-by-the-shore/,the-stranger-by-the-shore,2020,2020,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",1662876,"[""Uncut""]","[""movie""]",1,"After coming out to his parents, aspiring novelist Shun Hashimoto has no one to turn to, until the day he meets high schooler Mio Chibana on the beach. The two instantly click—just before Mio has to leave for the mainland. Now three years later, Mio returns with a confession. But after all this time, will Shun feel the same?",SBS,Show
The Sword With No Name,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,,,false,,,,true,true,"[""Live-Action"",""Action/Adventure""]","[""Showbox/Mediaplex Inc.""]",/shows/the-sword-with-no-name/,the-sword-with-no-name,2009,2009,"{""quality"":""HD"",""height"":1080}",TVPG,"[""CBSC|PG"",""TV-US|TV-PG"",""OFLC|MA15+"",""FVLB|RP16""]",73816,"[""Uncut""]","[""movie""]",1,"Su Ae majestically portrays the Joseon Dynasty’s legendary Queen Min, a cherished ruler who fought courageously to modernize Korea. Forced to marry a king she did not love—and embroiled in a brutal struggle between rival world powers—the Queen draws her strength from a dashing rogue, a nameless headhunter who would do anything to protect her.",SWO,Show
The Tatami Galaxy,,,-,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,true,true,,true,,,,,,"[""Psychological"",""Romance""]","[""Fuji Creative""]",/shows/the-tatami-galaxy/,the-tatami-galaxy,2010,2010,"{""quality"":""HD"",""height"":1080}",TVMA,"[""CBSC|18"",""RTE|MA"",""TV-US|TV-MA"",""zw-movies|18""]",76529,"[""Simulcast"",""Uncut""]","[""episode""]",1,"When a college dropout stops for a late night bite at a mysterious ramen stand, he crosses paths with a self-proclaimed deity of matrimony. This bizarre meeting sends the young man hurtling through a horrifying flashback to his not-so-glorious college days when the influence of a cruel new friend turned him from a hopeless romantic into a mischievous “black cupid.”",TTG,Show
The Testament of Sister New Devil,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,true,true,,true,,,,true,,"[""Action/Adventure"",""Fan Service"",""Fantasy""]","[""Kadokawa Pictures""]",/shows/the-testament-of-sister-new-devil/,the-testament-of-sister-new-devil,2015,2015,"{""quality"":""HD"",""height"":1080}",TVMA,"[""CBSC|18"",""RTE|MA"",""TV-US|TV-MA"",""zw-movies|18"",""OFLC|R18+"",""FVLB|R18+""]",500254,"[""Uncut""]","[""episode"",""ova""]",1,"When a pair of sexy girls, Maria and Mio, come to live with high school student Basara Tojo, his life changes forever. The two girls have a secret that they don’t keep for long—Maria is a succubus, and Mio is a future Demon Lord. But Basara has a secret of his own—he’s the last descendant from a clan of demon-fighting heroes. They come up with creative ways to resolve their differences.",TND,Show
The Vampire Dies in No Time,The Vampire Dies in No Time,The Vampire Dies in No Time,true,true,true,true,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,false,false,false,false,false,,,,false,true,"[""Comedy"",""Shounen""]","[""Hakuhodo""]",/shows/the-vampire-dies-in-no-time/,the-vampire-dies-in-no-time,2021,2021,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""DJCTQ|14""]",2657893,"[""Simulcast"",""Uncut""]","[""episode""]",1,"Legendary vampire hunter Ronaldo finds an unlikely (and unwilling) ally in Draluc, the world’s weakest vampire who turns to dust at the slightest attack. Together they’re in for more hilarious misadventures than you can shake a stake at, including enemy vampires, axe-wielding editors, and other pains in the neck.",VDT,Show
The Vision of EscaFlowne,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,,,false,,,,,,"[""Action/Adventure"",""Fantasy""]","[""Sunrise Inc.""]",/shows/the-vision-of-escaflowne/,the-vision-of-escaflowne,1996,1996,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""TV-US|TV-14""]",143426,"[""Uncut""]","[""episode"",""movie""]",1,"When a young man appears from a beam of light, Hitomi Kanzaki is whisked away to a world known as Gaea. Embroiled in war against the evil empire of Zaibach, soldiers fight in armored mechas known as “Guymelefs”. There, Hitomi meets Van, the newly ordained King and his own mecha, Escaflowne. While on Gaea, Hitomi discovers a new power that could help Van save the world and get her home.",VOE,Show
The Wallflower,,,true,-,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,,,false,,,,false,false,"[""Shoujo"",""Comedy""]","[""TV Tokyo Medianet Inc.""]",/shows/the-wallflower/,the-wallflower,2006,2006,"{""quality"":""HD"",""height"":1080}",TVPG,"[""CBSC|PG"",""TV-US|TV-PG"",""OFLC|M"",""FVLB|M""]",37195,"[""Uncut""]","[""episode""]",1,"After years of sponging off a wealthy older woman, four beautiful boys are confronted with a horrifying challenge: transform their benefactor's awkward niece into a beautiful lady or start paying rent! This isn't just any ugly duckling they're facing: she's a paranoid goth chick who’s obsessed with horror movies and totally clueless when it comes to all things feminine!",WAL,Show
The Woman Knight of Mirror Lake,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,,,false,,,,false,false,"[""Live-Action"",""Action/Adventure""]","[""Atrium Productions Kft.""]",/shows/the-woman-knight-of-mirror-lake/,the-woman-knight-of-mirror-lake,2011,2011,"{""quality"":""HD"",""height"":1080}",TVPG,"[""CBSC|PG"",""TV-US|TV-PG"",""OFLC|PG"",""FVLB|PG""]",80097,"[""Uncut""]","[""movie""]",1,"In late-19th century China, Qui Jin was many things: a defiant rebel, a paramilitary leader, and a radical poet whose views on equality altered history. Her bravery in the face of tyranny led her to the executioner—but her determination to topple the status-quo changed a nation forever. From the director of The Legend is Born—Ip Man.",WOM,Show
The World Ends with You The Animation,The World Ends with You The Animation,The World Ends with You The Animation,true,true,true,true,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,false,false,false,false,false,,,,false,true,"[""Action/Adventure"",""Fantasy""]","[""Dentsu""]",/shows/the-world-ends-with-you-the-animation/,the-world-ends-with-you-the-animation,2021,2021,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""DJCTQ|14"",""FVLB|R15"",""OFLC|M"",""RTC|B15"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",1400603,"[""Uncut"",""Simulcast""]","[""episode""]",1,"Based on the hit game from Square Enix, Neku has died but doesn’t remember what happened. He joins the Reaper’s Game in The Underground, a contest for the dead where he fights to be brought back to life because…losers are erased from existence. No matter how stacked the odds may be in each round, he must overcome every obstacle in order to survive.",WEY,Show
"Three Leaves, Three Colors",Three Leaves Three Colors,Three Leaves Three Colors,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,Sí,-,-,Sí,-,-,-,-,-,-,-,-,-,false,false,,false,false,,,,false,false,"[""Shoujo"",""Slice of Life""]","[""Toho Co Ltd""]",/shows/three-leaves-three-colors/,three-leaves-three-colors,2016,2016,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""TV-US|TV-14"",""RTC|B15"",""CRRBR|A14"",""OFLC|PG"",""FVLB|PG""]",126956,"[""Simulcast"",""Uncut""]","[""episode""]",1,"Futaba Odagiri is the energetic transfer student who befriends Teru Hayama, the class president who is meaner than she looks, and Youko Nishikawa, a former rich girl who still acts like a princess. Three very different girls who only share one thing: the kanji for leaf in their names. Balancing school and life is hard enough, but what about dealing with clashing personalities on top of it all? ",TLC,Show
Time Travel Girl,Time Travel Girl,Time Travel Girl,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,Sí,-,-,Sí,-,-,-,-,-,-,-,-,-,false,,,false,,false,false,false,false,false,"[""Comedy"",""Sci Fi""]","[""Sumitomo""]",/shows/time-travel-girl/,time-travel-girl,2016,2016,"{""quality"":""HD"",""height"":1080}",,"[""CRRBR|A12"",""RTC|AA"",""OFLC|PG"",""FVLB|PG""]",139051,"[""Simulcast"",""Uncut""]","[""episode""]",1,"Mari Hayase is on a mission to go back in time and meet eight of the most prominent scientists and inventors in history. With the help of her two friends Waka Mizuki and Jun Mizuki she’ll find herself up close and personal with famous figures like Benjamin Franklin, Alexander Graham Bell, Thomas Edison, and so many more! What’s her purpose and mission? Hopefully not getting stuck in the past!",TIG,Show
Today's Menu for the Emiya Family,Today's Menu for the Emiya Family,Today's Menu for the Emiya Family,-,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,false,false,false,false,false,,,,false,true,"[""Slice of Life"",""Comedy""]","[""Aniplex""]",/shows/todays-menu-for-the-emiya-family/,todays-menu-for-the-emiya-family,2018,2018,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",1000505,"[""Simulcast""]","[""episode""]",1,"In this story, Fate and food meet in a delicious and gentle world. The Master of Saber, Shirou Emiya, decides to begin cooking for his Servant and the rest of the house. Despite a limited budget, Shirou creates culinary masterpieces that attract guests from all over the city. From mouth-watering salmon to cheesy bamboo shoot gratin, it’s all on the menu at the Emiya house.",TME,Show
Toilet-bound Hanako-kun,,,true,true,true,true,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,false,false,false,false,,,,,,,"[""Comedy"",""Slice of Life"",""Fantasy""]","[""TBS""]",/shows/toilet-bound-hanako-kun/,toilet-bound-hanako-kun,2020,2020,"{""quality"":""HD"",""height"":1080}",,"[""CBSC|14"",""DJCTQ|14"",""RTC|B15"",""RTE|PS""]",1020562,"[""Uncut"",""Simulcast""]","[""episode""]",1,"Kamome Academy is rumored to have many mysteries, the strangest of which involves the mischievous ghost of Hanako-kun. When occult-loving high schooler Nene Yashiro accidentally becomes bonded to him, she uncovers a hidden world of supernatural beings. Now the two of them are conspiring to keep the peace between student and supernatural—that is, if they can only stay out of trouble themselves.",TBH,Show
Tokyo 24th Ward,Tokyo 24th Ward,Tokyo 24th Ward,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,false,false,false,false,false,,,,false,true,"[""Action/Adventure"",""Sci Fi""]","[""Aniplex""]",/shows/tokyo-24th-ward/,tokyo-24th-ward,2022,2022,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",4032194,"[""Simulcast""]","[""episode""]",1,"Enter the 24th Ward, a man-made island inside Tokyo Bay. Three of its inhabitants—Shuta, Ran, and Koki—have been best friends since childhood, but after a deadly incident, everything changed. A year later, reunited for the first time, they receive a mysterious phone call. On the other line is a familiar voice—from a friend who’s supposed to be dead. Together, they’ll have to save their home.",TTW,Show
Tokyo ESP,Tokyo ESP,Tokyo ESP,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,Sí,-,-,Sí,-,-,-,-,-,-,-,-,-,false,true,,false,true,false,false,false,false,false,"[""Shounen"",""Action/Adventure""]","[""Kadokawa Pictures""]",/shows/tokyo-esp/,tokyo-esp,2014,2014,"{""quality"":""HD"",""height"":1080}",TVMA,"[""CBSC|18"",""TV-US|TV-MA"",""RTC|C"",""CRRBR|A16"",""OFLC|M"",""FVLB|M""]",93350,"[""Simulcast"",""Uncut""]","[""episode""]",1,"Rinka is a normal high schooler with big dreams and a small income. Her life takes a turn for the extraordinary when she witnesses a school of fish flying through the air. After one of the fish passes through her, she wakes up in her apartment with no memory of the strange phenomenon save for a mysterious ability to pass through solid objects.",TES,Show
Tokyo Ghoul,Tokyo Ghoul,Tokyo Ghoul,true,true,true,true,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,false,true,true,false,true,,,,,,"[""Action/Adventure"",""Drama"",""Fantasy"",""Horror""]","[""Anime Ltd""]",/shows/tokyo-ghoul/,tokyo-ghoul,2014,2014,"{""quality"":""HD"",""height"":1080}",TVMA,"[""CBSC|18"",""DJCTQ|16"",""RTC|C"",""RTE|MA"",""TV-US|TV-MA"",""zw-movies|18""]",37172,"[""Uncut"",""Simulcast""]","[""episode"",""ova""]",1,"A thrilling new chapter unfolds in Tokyo just two short years after the raid on Anteiku. Countering a resurgence of ghouls, the CCG selects young officer Haise Sasaki to lead an unruly team of humans infused with ghoul powers. Known as the Quinx Squad, they walk the line between humans and ghouls to rid the world of its most daunting threat. But no one said it would be easy. Let the hunt begin.",TGL,Show
Tokyo Ghoul: The Movie,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,false,true,true,false,true,,,,true,,"[""Action/Adventure"",""Drama"",""Fantasy"",""Horror""]","[""Shochiku""]",/shows/tokyo-ghoul-the-movie/,tokyo-ghoul-the-movie,2017,2017,"{""quality"":""HD"",""height"":1080}",TVMA,"[""NCS|MA15"",""OFLC|RP13"",""TV-US|TV-MA"",""CBSC|18"",""zw-movies|18"",""RTE|MA"",""CRRBR|A16"",""RTC|C""]",512022,"[""Uncut""]","[""movie""]",1,"Ken Kaneki’s only chance for survival is an organ donation that turns him into a ghoul-human hybrid. Confused and alone, he finds sanctuary at Anteiku—a café run by the people he once considered monsters. When the innocent members of this ghoul safe house are threatened by humanity’s taste for vengeance, Kaneki will risk life and limb to protect the very world that changed his own.",TGM,Show
Tokyo Majin,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,,,false,,,,true,true,"[""Action/Adventure"",""Drama""]","[""Toshiba Entertainment""]",/shows/tokyo-majin/,tokyo-majin,2007,2007,"{""quality"":""HD"",""height"":1080}",TVPG,"[""CBSC|PG"",""TV-US|TV-PG"",""OFLC|MA15+"",""FVLB|RP16""]",46600,"[""Uncut""]","[""episode""]",1,"Tokyo. A wave of mysterious deaths ripples throughout the city. Corpses of the un-dead, controlled by monstrous creatures, scour the urban underworld at the bidding of their dark master, seeking a power that could bring about the final apocalypse. With the police helpless in the face of these unnamable horrors, the fate of the world hangs on five unlikely saviors: the students of Tokyo Majin!",TOK,Show
Tokyo Ravens,Tokyo Ravens,Tokyo Ravens,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,Sí,-,-,Sí,-,-,-,-,-,-,-,-,-,false,false,false,false,false,,,,,,"[""Comedy"",""Fantasy""]","[""Geneon Entertainment""]",/shows/tokyo-ravens/,tokyo-ravens,2013,2013,"{""quality"":""HD"",""height"":1080}",TVPG,"[""CBSC|PG"",""RTE|Ch"",""TV-US|TV-PG"",""zw-movies|PG"",""CRRBR|A14"",""RTC|B15""]",49129,"[""Simulcast"",""Uncut""]","[""episode""]",1,"Hautora was born into a family of onmyouji known for their mastery of the occult. Unfortunately, he didn’t inherit their magical abilities, so he was doomed to live a normal life. At least, that is, until a girl from his past changes his future!",TRV,Show
