"title","titleExt.es","titleExt.pt","languages.English","languages.Japanese","languages.Portuguese (Brazil)","languages.Spanish (Latin Am)","languages.Chinese (Mandarin, PRC)","maturity.bra","maturity.ca","maturity.irl","maturity.mex","maturity.usa","maturity.chl","maturity.per","maturity.col","maturity.aus","maturity.nzl","genres","studios","showUrl","showSlug","productionYear","releaseYear","quality","ratingUsTvMpaa","ratingPairs","venueId","versions","videoTypes","relevancy","id","synopsis.long","synopsis.medium","synopsis.short","synopsisExt.de.long","synopsisExt.de.medium","synopsisExt.de.short","synopsisExt.en.long","synopsisExt.en.medium","synopsisExt.en.short","synopsisExt.es.long","synopsisExt.es.medium","synopsisExt.es.short","synopsisExt.fr.long","synopsisExt.fr.medium","synopsisExt.fr.short","synopsisExt.pt.long","synopsisExt.pt.medium","synopsisExt.pt.short","synopsisExt.ru.long","synopsisExt.ru.medium","synopsisExt.ru.short","type"
"Arte","","","true","true","-","-","-",false,false,false,false,false,,,,false,true,"[""Drama"",""Slice of Life""]","[""NBC Universal""]","/shows/arte/","arte",2020,2020,"{""quality"":""HD"",""height"":1080}","TV14","[""CBSC|14"",""DJCTQ|14"",""FVLB|R15"",""OFLC|M"",""RTC|B15"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",1074003,"[""Uncut"",""Simulcast""]","[""episode""]",1,"ART","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","Show"
"As the Gods Will","As the Gods Will","As the Gods Will","true","true","-","-","-",false,true,true,false,true,,,,true,true,"[""Drama"",""Horror"",""Live-Action""]","[""Toho""]","/shows/as-the-gods-will/","as-the-gods-will",2014,2014,"{""quality"":""HD"",""height"":1080}","TVMA","[""NCS|R18+"",""OFLC|R18+"",""TV-US|TV-MA"",""CBSC|18"",""zw-movies|18"",""RTE|18"",""CRRBR|A16"",""RTC|C""]",554507,"[""Uncut""]","[""movie""]",1,"AGW","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","Sí","-","-","-","-","-","Sí","-","-","-","Show"
"Assassination Classroom","Assassination Classroom","Assassination Classroom","true","true","true","true","-",false,false,false,false,false,,,,false,false,"[""Action/Adventure"",""Comedy"",""Sci Fi""]","[""Fuji Creative""]","/shows/assassination-classroom/","assassination-classroom",2015,2015,"{""quality"":""HD"",""height"":1080}","TV14","[""NCS|M"",""OFLC|M"",""TV-US|TV-14"",""CBSC|14"",""zw-movies|15"",""RTE|PS"",""CRRBR|A16"",""RTC|B15""]",19373,"[""Simulcast"",""Uncut""]","[""episode"",""movie""]",1,"ASS","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","Sí","-","-","-","-","-","Sí","-","-","-","Show"
"Assassination Classroom the Movies (Live Action)","","","true","true","-","-","-",false,false,false,false,false,,,,false,false,"[""Comedy"",""Live-Action"",""Sci Fi""]","[""Pony Canyon""]","/shows/assassination-classroom-the-movies-live-action/","assassination-classroom-the-movies-live-action",2015,2015,"{""quality"":""HD"",""height"":1080}","TV14","[""NCS|M"",""OFLC|M"",""TV-US|TV-14"",""CBSC|14"",""zw-movies|15"",""RTE|PS"",""CRRBR|A16"",""RTC|B15""]",560773,"[""Uncut""]","[""movie""]",1,"ASL","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"Assault Lily BOUQUET","Assault Lily BOUQUET","Assault Lily BOUQUET","true","true","-","-","-",false,false,false,false,false,,,,false,true,"[""Action/Adventure"",""Fantasy""]","[""TBS""]","/shows/assault-lily-bouquet/","assault-lily-bouquet",2020,2020,"{""quality"":""HD"",""height"":1080}","TV14","[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",1173191,"[""Uncut"",""Simulcast""]","[""episode""]",1,"ALB","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","Sí","Sí","-","-","-","-","Sí","Sí","-","-","-","Show"
"Asteroid in Love","","","true","true","-","-","-",false,false,false,false,false,,,,false,true,"[""Slice of Life"",""Comedy""]","[""Kadokawa""]","/shows/asteroid-in-love/","asteroid-in-love",2020,2020,"{""quality"":""HD"",""height"":1080}","TV14","[""CBSC|14"",""DJCTQ|14"",""FVLB|R15"",""OFLC|M"",""RTC|B15"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",1034834,"[""Simulcast"",""Uncut""]","[""episode""]",1,"AIL","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","Show"
"Astro Boy","","","true","-","-","-","-",,,,,false,,,,false,false,"[""Action/Adventure""]","[""Right Stuf, Inc""]","/shows/astro-boy/","astro-boy",1963,1963,"{""quality"":""HD"",""height"":1080}","TVG","[""TV-US|TV-G"",""OFLC|PG"",""FVLB|PG""]",1037596,"[""Uncut""]","[""episode""]",1,"ASB","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"Athena: Goddess of War","","","true","true","-","-","-",,false,false,,false,,,,,,"[""Live-Action"",""Drama""]","[""Fine Cut Co. Ltd""]","/shows/athena-goddess-of-war/","athena-goddess-of-war",2010,2010,"{""quality"":""HD"",""height"":1080}","TV14","[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",45070,"[""Uncut""]","[""movie""]",1,"ATH","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"Attack on Titan","Attack on Titan","Attack on Titan","true","true","true","true","-",false,true,true,false,true,,,,true,,"[""Action/Adventure"",""Shounen""]","[""Kodansha""]","/shows/attack-on-titan/","attack-on-titan",2013,2013,"{""quality"":""HD"",""height"":1080}","TVMA","[""TV-US|TV-MA"",""CBSC|18"",""zw-movies|18"",""RTE|MA"",""OFLC|R18+"",""FVLB|R18"",""RTC|C"",""DJCTQ|16""]",17847,"[""Uncut"",""Simulcast""]","[""episode"",""movie"",""ova""]",1,"AOT","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Show"
"Attack on Titan The Movie","","","true","true","-","-","-",,true,true,,true,,,,true,true,"[""Action/Adventure"",""Horror""]","[""Toho Co Ltd""]","/shows/attack-on-titan-the-movie/","attack-on-titan-the-movie",2015,2015,"{""quality"":""HD"",""height"":1080}","TVMA","[""CBSC|18"",""RTE|MA"",""TV-US|TV-MA"",""zw-movies|18"",""OFLC|MA15+"",""FVLB|R15""]",205232,"[""Uncut""]","[""movie""]",1,"ATM","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"Attack on Titan: Junior High","","","true","true","-","-","-",,false,false,,false,,,,,,"[""Comedy""]","[""Anime Ltd""]","/shows/attack-on-titan-junior-high/","attack-on-titan-junior-high",2015,2015,"{""quality"":""HD"",""height"":1080}","TV14","[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|15""]",83955,"[""Simulcast"",""Uncut""]","[""episode""]",1,"ATJ","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","Show"
"BACK ARROW","BACK ARROW","BACK ARROW","true","true","true","true","-",false,false,false,false,false,,,,false,true,"[""Fantasy"",""Action/Adventure"",""Sci Fi""]","[""Aniplex""]","/shows/back-arrow/","back-arrow",2021,2021,"{""quality"":""HD"",""height"":1080}","TV14","[""CBSC|14"",""DJCTQ|14"",""FVLB|R15"",""OFLC|M"",""RTC|B15"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",1320566,"[""Uncut"",""Simulcast""]","[""episode""]",1,"BKA","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Show"
"BAYONETTA: Bloody Fate","","","true","true","-","-","-",,true,true,,true,,,,true,,"[""Action/Adventure"",""Fantasy""]","[""GDH GONZO DIGIMATION""]","/shows/bayonetta-bloody-fate/","bayonetta-bloody-fate",2014,2014,"{""quality"":""HD"",""height"":1080}","TVMA","[""CBSC|18"",""RTE|MA"",""TV-US|TV-MA"",""zw-movies|18"",""OFLC|MA15+"",""FVLB|R13""]",30787,"[""Uncut""]","[""movie""]",1,"BAY","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"BEM","BEM","BEM/BEM","true","true","-","-","-",false,false,false,false,false,false,false,false,true,true,"[""Fantasy"",""Psychological"",""Action/Adventure"",""Horror""]","[""TV Tokyo""]","/shows/bem/","bem",2019,2019,"{""quality"":""HD"",""height"":1080}","TV14","[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12"",""RTC|B15"",""OFLC|MA15+"",""FVLB|R15""]",911844,"[""Simulcast"",""Uncut""]","[""episode"",""movie""]",1,"BEM","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","Sí","-","-","-","-","-","Sí","-","-","-","Show"
"BLOOD-C","","","true","true","-","-","-",,true,true,,true,,,,,,"[""Action/Adventure"",""Fantasy""]","[""Production IG""]","/shows/blood-c/","blood-c",2011,2011,"{""quality"":""HD"",""height"":1080}","TVMA","[""CBSC|18"",""RTE|MA"",""TV-US|TV-MA"",""zw-movies|18""]",30896,"[""Uncut""]","[""episode"",""movie""]",1,"BLC","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"BOFURI: I Don’t Want to Get Hurt, so I’ll Max Out My Defense","BOFURI: I Don’t Want to Get Hurt, so I’ll Max Out My Defense","BOFURI: I Don’t Want to Get Hurt, so I’ll Max Out My Defense","true","true","-","-","-",false,false,false,false,false,,,,false,true,"[""Fantasy"",""Comedy"",""Action/Adventure"",""Sci Fi""]","[""Kadokawa""]","/shows/bofuri-i-dont-want-to-get-hurt-so-ill-max-out-my-defense/","bofuri-i-dont-want-to-get-hurt-so-ill-max-out-my-defense",2023,2023,"{""quality"":""HD"",""height"":1080}","TV14","[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""DJCTQ|14""]",1019573,"[""Uncut"",""Simulcast""]","[""episode""]",1,"BOF","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Show"
"BUILD-DIVIDE -#000000- CODE BLACK","BUILD-DIVIDE -#000000- CODE BLACK","BUILD-DIVIDE -#000000- CODE BLACK","-","true","-","-","-",false,false,false,false,false,,,,false,true,"[""Action/Adventure"",""Sci Fi""]","[""Aniplex""]","/shows/build-divide-000000-code-black/","build-divide-000000-code-black",2021,2021,"{""quality"":""HD"",""height"":1080}","TV14","[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""DJCTQ|14""]",2830028,"[""Simulcast""]","[""episode""]",1,"BDV","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","Show"
"Baka & Test - Summon the Beasts -","","","true","true","-","-","-",,false,false,,false,,,,false,false,"[""Comedy"",""Fan Service""]","[""Media Factory""]","/shows/baka-test-summon-the-beasts-/","baka-test-summon-the-beasts-",2010,2010,"{""quality"":""HD"",""height"":1080}","TV14","[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12"",""OFLC|M"",""FVLB|M""]",39377,"[""Uncut"",""Simulcast""]","[""episode"",""ova""]",1,"BAT","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"Bakemonogatari","Bakemonogatari","Bakemonogatari","-","true","-","-","-",,true,true,,true,,,,,,"[""Psychological"",""Romance"",""Fan Service""]","[""Peppermint""]","/shows/bakemonogatari/","bakemonogatari",2009,2009,"{""quality"":""HD"",""height"":1080}","TVMA","[""CBSC|18"",""RTE|MA"",""TV-US|TV-MA"",""zw-movies|18""]",1052392,"[""Uncut""]","[""episode""]",1,"BMG","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","-","Sí","Sí","-","-","-","-","Sí","Sí","-","-","-","Show"
"Baldr Force Exe","Baldr Force EXE","Baldr Force EXE","true","true","-","-","-",false,true,true,false,true,false,false,false,true,true,"[""Action/Adventure"",""Sci Fi""]","[""Crei""]","/shows/baldr-force-exe/","baldr-force-exe",2006,2006,"{""quality"":""HD"",""height"":1080}","TVMA","[""CBSC|18"",""RTE|MA"",""TV-US|TV-MA"",""zw-movies|18"",""RTC|C"",""CRRBR|A16"",""OFLC|MA15+"",""FVLB|RP16""]",75246,"[""Uncut""]","[""ova""]",1,"BFE","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","Sí","-","-","-","-","-","Sí","-","-","-","Show"
"Bamboo Blade","","","true","true","-","-","-",,false,false,,false,,,,false,false,"[""Slice of Life"",""Comedy""]","[""d-rights, Inc.""]","/shows/bamboo-blade/","bamboo-blade",2007,2007,"{""quality"":""HD"",""height"":1080}","TVPG","[""CBSC|PG"",""RTE|GA"",""TV-US|TV-PG"",""zw-movies|PG"",""OFLC|PG"",""FVLB|PG""]",30608,"[""Uncut""]","[""episode""]",1,"BAM","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"Bananya","","","-","true","-","-","-",,false,false,,false,,,,false,false,"[""Comedy""]","[""TMS Entertainment""]","/shows/bananya/","bananya",2016,2016,"{""quality"":""HD"",""height"":1080}","TVG","[""NCS|G"",""OFLC|G"",""TV-US|TV-G"",""CBSC|G"",""zw-movies|12"",""RTE|GA""]",1469810,"[""Uncut""]","[""episode""]",1,"BAN","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"Banished from the Hero's Party, I Decided to Live a Quiet Life in the Countryside","Banished from the Hero's Party, I Decided to Live a Quiet Life in the Countryside","Banished from the Hero's Party, I Decided to Live a Quiet Life in the Countryside","true","true","true","true","-",false,false,false,false,false,,,,false,true,"[""Action/Adventure"",""Fantasy""]","[""Kadokawa""]","/shows/banished-from-the-heros-party-i-decided-to-live-a-quiet-life-in-the-countryside/","banished-from-the-heros-party-i-decided-to-live-a-quiet-life-in-the-countryside",2021,2021,"{""quality"":""HD"",""height"":1080}","TV14","[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",2749067,"[""Simulcast""]","[""episode""]",1,"BHP","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","Sí","Sí","Sí","-","-","-","Show"
"Barakamon","Barakamon","","true","true","-","-","-",,false,,false,false,false,false,false,false,false,"[""Comedy"",""Slice of Life""]","[""Nippon Television Networks""]","/shows/barakamon/","barakamon",2014,2014,"{""quality"":""HD"",""height"":1080}","TV14","[""CBSC|14"",""TV-US|TV-14"",""RTC|B15"",""OFLC|M"",""FVLB|M""]",69547,"[""Simulcast"",""Uncut""]","[""episode""]",1,"BKM","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","Sí","-","-","-","-","-","-","-","-","-","Show"
"Basilisk","","","true","true","-","-","-",,true,true,,true,,,,true,,"[""Action/Adventure"",""Fantasy""]","[""GDH GONZO DIGIMATION""]","/shows/basilisk/","basilisk",2005,2005,"{""quality"":""HD"",""height"":1080}","TVMA","[""OFLC|R18+"",""CBSC|18"",""RTE|MA"",""FVLB|R18"",""TV-US|TV-MA"",""zw-movies|18""]",49241,"[""Uncut""]","[""episode""]",1,"BAS","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"Basilisk: The Ouka Ninja Scrolls","","","true","true","-","-","-",,,,,,,,,,,"[""Action/Adventure"",""Drama""]","[""Kodansha""]","/shows/basilisk-the-ouka-ninja-scrolls/","basilisk-the-ouka-ninja-scrolls",2018,2018,"{""quality"":""HD"",""height"":1080}",,"[]",539748,"[""Simulcast"",""Uncut""]","[""episode""]",1,"BON","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"Battle Athletes Victory ReSTART!","Battle Athletes Victory ReSTART!","Battle Athletes Victory ReSTART!","-","true","-","-","-",false,false,false,false,false,,,,false,true,"[""Action/Adventure"",""Comedy"",""Sci Fi""]","[""Starry Cube""]","/shows/battle-athletes-victory-restart/","battle-athletes-victory-restart",2021,2021,"{""quality"":""HD"",""height"":1080}","TV14","[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",1399945,"[""Simulcast""]","[""episode""]",1,"BAD","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","Show"
"Ben-To","","","true","true","-","-","-",,false,false,,false,,,,false,false,"[""Comedy"",""Fan Service""]","[""Bull's Eye Inc.""]","/shows/ben-to/","ben-to",2013,2013,"{""quality"":""HD"",""height"":1080}","TV14","[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12"",""OFLC|M"",""FVLB|M""]",30637,"[""Uncut""]","[""episode""]",1,"BEN","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"Berserk","","","true","true","-","-","-",,true,true,,true,,,,true,,"[""Action/Adventure"",""Fantasy""]","[""NBC Universal""]","/shows/berserk/","berserk",2016,2016,"{""quality"":""HD"",""height"":1080}","TVMA","[""CBSC|18"",""RTE|MA"",""TV-US|TV-MA"",""zw-movies|18"",""OFLC|MA15+"",""FVLB|R16""]",316042,"[""Simulcast"",""Uncut""]","[""episode""]",1,"BRK","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"Big Windup!","","","true","true","-","-","-",,,,,false,,,,false,false,"[""Comedy"",""Action/Adventure""]","[""Kodansha""]","/shows/big-windup/","big-windup",2007,2007,"{""quality"":""HD"",""height"":1080}","TV14","[""TV-US|TV-14"",""OFLC|M"",""FVLB|M""]",32114,"[""Uncut""]","[""episode""]",1,"BIG","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"Bikini Warriors","Bikini Warriors","Bikini Warriors","true","true","-","-","-",false,true,,false,true,false,false,false,true,,"[""Fan Service"",""Comedy""]","[""YTV""]","/shows/bikini-warriors/","bikini-warriors",2015,2015,"{""quality"":""HD"",""height"":1080}","TVMA","[""CBSC|18"",""TV-US|TV-MA"",""RTC|C"",""CRRBR|A16"",""OFLC|R18+"",""FVLB|R18""]",75022,"[""Uncut"",""Simulcast""]","[""episode""]",1,"BKW","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","Sí","-","-","-","-","-","Sí","-","-","-","Show"
"Black Blood Brothers","","","true","true","-","-","-",,true,true,,true,,,,true,true,"[""Action/Adventure"",""Fantasy""]","[""Toshiba Entertainment""]","/shows/black-blood-brothers/","black-blood-brothers",2006,2006,"{""quality"":""HD"",""height"":1080}","TVMA","[""CBSC|18"",""RTE|MA"",""TV-US|TV-MA"",""zw-movies|18"",""OFLC|MA15+"",""FVLB|RP16""]",30659,"[""Uncut""]","[""episode""]",1,"BBB","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"Black Butler","Black Butler","Black Butler","true","true","true","true","-",false,true,true,false,true,,,,true,,"[""Drama"",""Psychological""]","[""Aniplex Inc""]","/shows/black-butler/","black-butler",2008,2008,"{""quality"":""HD"",""height"":1080}","TVMA","[""TV-US|TV-MA"",""CBSC|18"",""zw-movies|18"",""RTE|MA"",""OFLC|R18+"",""FVLB|R18"",""RTC|C"",""CRRBR|A16""]",21665,"[""Uncut"",""Simulcast""]","[""episode"",""ova"",""movie""]",1,"BUT","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","Sí","Sí","-","-","-","-","Sí","Sí","-","-","-","Show"
"Black Cat","Black Cat","Black Cat","true","true","-","-","-",false,false,false,false,false,false,false,false,false,false,"[""Action/Adventure"",""Shounen""]","[""GDH GONZO DIGIMATION""]","/shows/black-cat/","black-cat",2005,2005,"{""quality"":""HD"",""height"":1080}","TVPG","[""CBSC|PG"",""RTE|GA"",""TV-US|TV-PG"",""zw-movies|PG"",""CRRBR|A14"",""RTC|B"",""OFLC|M"",""FVLB|M""]",88610,"[""Uncut""]","[""episode""]",1,"BKC","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","Sí","-","-","-","-","-","Sí","-","-","-","Show"
"Black Clover","","","true","true","-","-","-",false,false,false,false,false,,,,false,true,"[""Action/Adventure"",""Fantasy"",""Shounen""]","[""TV Tokyo""]","/shows/black-clover/","black-clover",2017,2017,"{""quality"":""HD"",""height"":1080}","TV14","[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",519865,"[""Simulcast"",""Uncut""]","[""episode"",""ova""]",1,"BCR","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"Black Lagoon","","","true","true","-","-","-",,true,true,,true,,,,,,"[""Action/Adventure"",""Drama""]","[""Geneon Entertainment""]","/shows/black-lagoon/","black-lagoon",2006,2006,"{""quality"":""HD"",""height"":1080}","TVMA","[""CBSC|18"",""RTE|MA"",""TV-US|TV-MA"",""zw-movies|18""]",21461,"[""Uncut""]","[""episode"",""ova""]",1,"BKL","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"Blassreiter","","","true","true","-","-","-",,true,true,,true,,,,,,"[""Action/Adventure"",""Sci Fi""]","[""GDH GONZO DIGIMATION""]","/shows/blassreiter/","blassreiter",2008,2008,"{""quality"":""HD"",""height"":1080}","TVMA","[""CBSC|18"",""RTE|MA"",""TV-US|TV-MA"",""zw-movies|18""]",49061,"[""Uncut""]","[""episode""]",1,"BLS","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"BlazBlue: Alter Memory","BlazBlue: Alter Memory","BlazBlue: Alter Memory","true","true","-","-","-",false,false,,false,false,false,false,false,true,false,"[""Action/Adventure"",""Fantasy""]","[""Showgate""]","/shows/blazblue-alter-memory/","blazblue-alter-memory",2013,2013,"{""quality"":""HD"",""height"":1080}","TV14","[""CBSC|14"",""TV-US|TV-14"",""zw-movies|15"",""RTC|B15"",""CRRBR|A14"",""OFLC|MA15+"",""FVLB|M""]",60852,"[""Simulcast"",""Uncut""]","[""episode""]",1,"BZB","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","Sí","-","-","-","-","-","Sí","-","-","-","Show"
"Bleach","Bleach","Bleach","true","true","true","true","-",false,false,false,false,false,,,,false,true,"[]","[""Viz""]","/shows/bleach/","bleach",2004,2004,"{""quality"":""HD"",""height"":1080}","TV14","[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",1406991,"[""Uncut""]","[""episode""]",1,"BCH","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","Show"
"Blend-S","Blend-S","Blend-S","-","true","-","-","-",,false,false,,false,,,,,,"[""Slice of Life"",""Comedy""]","[""Aniplex""]","/shows/blend-s/","blend-s",2017,2017,"{""quality"":""HD"",""height"":1080}","TV14","[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",1103514,"[""Uncut""]","[""episode""]",1,"BDS","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Show"
"Blessing of the Campanella","","","-","true","-","-","-",,false,false,,false,,,,false,false,"[""Action/Adventure"",""Fantasy""]","[""Marvelous Entertainment""]","/shows/blessing-of-the-campanella/","blessing-of-the-campanella",2010,2010,"{""quality"":""HD"",""height"":1080}","TV14","[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12"",""OFLC|M"",""FVLB|M""]",108639,"[""Simulcast""]","[""episode""]",1,"BLE","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"Blood Blockade Battlefront","Blood Blockade Battlefront","Blood Blockade Battlefront","true","true","true","true","-",false,true,true,false,true,false,false,false,true,,"[""Action/Adventure"",""Comedy"",""Sci Fi""]","[""Toho Co Ltd""]","/shows/blood-blockade-battlefront/","blood-blockade-battlefront",2015,2015,"{""quality"":""HD"",""height"":1080}","TVMA","[""CRRBR|A16"",""CBSC|18"",""RTE|MA"",""DJCTQ|16"",""TV-US|TV-MA"",""zw-movies|18"",""RTC|C"",""OFLC|MA15+"",""FVLB|R16""]",73585,"[""Simulcast"",""Uncut""]","[""episode"",""special""]",1,"BLO","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","Sí","-","-","-","-","-","Sí","-","-","-","Show"
"Blue Exorcist","Blue Exorcist","Blue Exorcist","true","true","-","-","-",,false,false,,false,,,,,,"[""Action/Adventure""]","[""Aniplex""]","/shows/blue-exorcist-the-movie/","blue-exorcist-the-movie",2012,2012,"{""quality"":""HD"",""height"":1080}","TV14","[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",1036022,"[""Uncut""]","[""episode"",""movie""]",1,"BEX","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","-","-","-","Show"
"Blue Reflection Ray","Blue Reflection Ray","Blue Reflection Ray","-","true","-","-","-",false,false,false,false,false,,,,false,true,"[""Fantasy"",""Action/Adventure"",""Drama""]","[""DMM""]","/shows/blue-reflection-ray/","blue-reflection-ray",2021,2021,"{""quality"":""HD"",""height"":1080}","TV14","[""CBSC|14"",""DJCTQ|14"",""FVLB|R15"",""OFLC|M"",""RTC|B15"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",1399997,"[""Simulcast""]","[""episode""]",1,"BRR","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Show"
"Bokurano","","","-","true","-","-","-",,false,false,,false,,,,false,false,"[""Sci Fi"",""Fantasy"",""Drama""]","[""Gonzo""]","/shows/bokurano/","bokurano",2007,2007,"{""quality"":""HD"",""height"":1080}","TV14","[""NCS|M"",""OFLC|M"",""TV-US|TV-14"",""CBSC|14"",""zw-movies|15"",""RTE|PS""]",1471854,"[""Uncut""]","[""episode""]",1,"BKO","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
