title,titleExt.es,titleExt.pt,languages.English,languages.Japanese,languages.Portuguese (Brazil),languages.Spanish (Latin Am),"languages.Chinese (Mandarin, PRC)",synopsis.long,synopsis.short,synopsis.medium,synopsisExt.en.long,synopsisExt.en.medium,synopsisExt.en.short,synopsisExt.es.long,synopsisExt.es.medium,synopsisExt.es.short,synopsisExt.pt.long,synopsisExt.pt.medium,synopsisExt.pt.short,synopsisExt.ru.long,synopsisExt.ru.medium,synopsisExt.ru.short,synopsisExt.fr.long,synopsisExt.fr.medium,synopsisExt.fr.short,synopsisExt.de.long,synopsisExt.de.medium,synopsisExt.de.short,maturity.bra,maturity.ca,maturity.irl,maturity.mex,maturity.usa,maturity.chl,maturity.per,maturity.col,maturity.aus,maturity.nzl,genres,studios,showUrl,showSlug,productionYear,releaseYear,quality,ratingUsTvMpaa,ratingPairs,venueId,versions,videoTypes,relevancy,id,type
Seiyu's Life!,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,,,false,,,,false,false,"[""Slice of Life"",""Comedy""]","[""GDH GONZO DIGIMATION""]",/shows/seiyus-life/,seiyus-life,2015,2015,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""TV-US|TV-14"",""OFLC|PG"",""FVLB|PG""]",37511,"[""Simulcast"",""Uncut""]","[""episode""]",1,SYL,Show
Sekai Ichi Hatsukoi - The World's Greatest First Love,Sekai Ichi Hatsukoi - The World's Greatest First Love,Sekai Ichi Hatsukoi - The World's Greatest First Love,-,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,false,true,true,false,true,,,,true,,"[""Comedy"",""Drama"",""Romance""]","[""Kadokawa Pictures""]",/shows/sekai-ichi-hatsukoi-the-worlds-greatest-first-love/,sekai-ichi-hatsukoi-the-worlds-greatest-first-love,2011,2011,"{""quality"":""HD"",""height"":1080}",TVMA,"[""TV-US|TV-MA"",""CBSC|18"",""zw-movies|18"",""RTE|MA"",""OFLC|R18+"",""FVLB|R18"",""RTC|C"",""CRRBR|A16""]",246382,"[""Uncut""]","[""episode"",""movie""]",1,WGL,Show
Selection Project,Selection Project,Selection Project,-,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,false,false,false,false,false,,,,false,true,"[""Slice of Life""]","[""Kadokawa""]",/shows/selection-project/,selection-project,2021,2021,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",2609172,"[""Simulcast""]","[""episode""]",1,SEP,Show
Sengoku BASARA - End of Judgement,Sengoku BASARA - End of Judgement,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,Sí,-,-,-,-,-,-,-,-,-,-,-,-,,false,,false,false,false,false,false,false,false,"[""Shounen"",""Action/Adventure""]","[""Nippon Television Networks""]",/shows/sengoku-basara-end-of-judgement/,sengoku-basara-end-of-judgement,2014,2014,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""TV-US|TV-14"",""RTC|B15"",""OFLC|M"",""FVLB|M""]",110177,"[""Simulcast"",""Uncut""]","[""episode""]",1,SBE,Show
Sengoku BASARA: Samurai Kings,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,,,false,,,,false,false,"[""Shounen"",""Action/Adventure""]","[""Shochiku""]",/shows/sengoku-basara-samurai-kings/,sengoku-basara-samurai-kings,2009,2009,"{""quality"":""HD"",""height"":1080}",TVPG,"[""CBSC|PG"",""TV-US|TV-PG"",""OFLC|M"",""FVLB|M""]",100937,"[""Uncut"",""Simulcast""]","[""episode"",""ova"",""movie""]",1,SGB,Show
Sengoku Collection,,,-,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,false,,,,,,"[""Comedy"",""Slice of Life""]","[""Right Stuf, Inc""]",/shows/sengoku-collection/,sengoku-collection,2012,2012,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14""]",1006766,"[""Uncut""]","[""episode""]",1,SGC,Show
Seraph of the End: Vampire Reign,Seraph of the End,Seraph of the End,true,true,true,true,-,-,Sí,Sí,-,Sí,Sí,-,-,Sí,-,-,Sí,-,-,-,-,-,-,-,-,-,false,false,false,false,false,false,false,false,false,false,"[""Action/Adventure"",""Fantasy""]","[""NBCUniversal""]",/shows/seraph-of-the-end-vampire-reign/,seraph-of-the-end-vampire-reign,2015,2015,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12"",""CRRBR|A14"",""RTC|B15"",""OFLC|M"",""FVLB|M""]",84325,"[""Simulcast"",""Uncut""]","[""episode"",""special""]",1,SOE,Show
Serial Experiments Lain,Serial Experiments Lain,Serial Experiments Lain,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,false,false,false,false,false,,,,false,true,"[""Psychological"",""Drama""]","[""Geneon Entertainment""]",/shows/serial-experiments-lain/,serial-experiments-lain,1998,1998,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",42378,"[""Uncut""]","[""episode""]",1,LAI,Show
Servant x Service,Servant x Service,Servant x Service,-,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,false,false,false,false,false,,,,false,true,"[""Romance"",""Comedy"",""Slice of Life""]","[""Aniplex""]",/shows/servant-x-service/,servant-x-service,2013,2013,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",1149530,"[""Uncut""]","[""episode""]",1,SXS,Show
Seven Mortal Sins,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,true,true,,true,,,,true,true,"[""Action/Adventure"",""Fantasy"",""Fan Service""]","[""NBC Universal""]",/shows/seven-mortal-sins/,seven-mortal-sins,2017,2017,"{""quality"":""HD"",""height"":1080}",TVMA,"[""CBSC|18"",""RTE|MA"",""TV-US|TV-MA"",""zw-movies|18"",""OFLC|MA15+"",""FVLB|RP16""]",369617,"[""Simulcast"",""Uncut""]","[""episode""]",1,SVM,Show
Sgt. Frog,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,,,false,,,,false,false,"[""Comedy"",""Slice of Life""]","[""TV Tokyo Medianet Inc.""]",/shows/sgt-frog/,sgt-frog,2004,2004,"{""quality"":""HD"",""height"":1080}",TVPG,"[""CBSC|PG"",""TV-US|TV-PG"",""OFLC|PG"",""FVLB|PG""]",36091,"[""Uncut""]","[""episode""]",1,SGT,Show
"Shachibato! President, It's Time for Battle!",,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,false,false,false,false,false,,,,false,true,"[""Fantasy""]","[""Kadokawa""]",/shows/shachibato-president-its-time-for-battle/,shachibato-president-its-time-for-battle,2020,2020,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",1074065,"[""Uncut"",""Simulcast""]","[""episode""]",1,SCB,Show
Shakugan No Shana,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,,,false,,,,,,"[""Action/Adventure"",""Fantasy""]","[""Geneon Entertainment""]",/shows/shakugan-no-shana/,shakugan-no-shana,2005,2005,"{""quality"":""HD"",""height"":1080}",TVPG,"[""CBSC|PG"",""TV-US|TV-PG""]",108865,"[""Uncut"",""Simulcast""]","[""episode"",""movie"",""ova""]",1,SHA,Show
Shangri-la,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,true,,,true,,,,,,"[""Action/Adventure"",""Drama""]","[""GDH GONZO DIGIMATION""]",/shows/shangri-la/,shangri-la,2009,2009,"{""quality"":""HD"",""height"":1080}",TVMA,"[""CBSC|18"",""TV-US|TV-MA""]",39222,"[""Uncut""]","[""episode""]",1,SLA,Show
Shattered Angels,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,,,false,,,,false,false,"[""Drama"",""Romance""]","[""Showgate""]",/shows/shattered-angels/,shattered-angels,2007,2007,"{""quality"":""HD"",""height"":1080}",TVPG,"[""CBSC|PG"",""TV-US|TV-PG"",""OFLC|M"",""FVLB|M""]",41672,"[""Uncut""]","[""episode""]",1,SAN,Show
She Professed Herself Pupil of the Wise Man,She Professed Herself Pupil of the Wise Man,She Professed Herself Pupil of the Wise Man,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,false,false,false,false,false,,,,false,true,"[""Action/Adventure"",""Fantasy""]","[""Kadokawa""]",/shows/she-professed-herself-pupil-of-the-wise-man/,she-professed-herself-pupil-of-the-wise-man,2022,2022,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",4025908,"[""Simulcast""]","[""episode""]",1,POW,Show
Shigurui: Death Frenzy,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,,,false,,,,true,true,"[""Action/Adventure"",""Drama""]","[""MAD HOUSE, INC.""]",/shows/shigurui-death-frenzy/,shigurui-death-frenzy,2007,2007,"{""quality"":""HD"",""height"":1080}",TVPG,"[""CBSC|PG"",""TV-US|TV-PG"",""OFLC|MA15+"",""FVLB|RP16""]",62647,"[""Uncut""]","[""episode""]",1,SHI,Show
Shin Godzilla,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,"[""Action/Adventure"",""Horror"",""Live-Action""]","[""Toho Co Ltd""]",/shows/shin-godzilla/,shin-godzilla,2016,2016,"{""quality"":""HD"",""height"":1080}",,[],371937,"[""Uncut""]","[""movie""]",1,SGZ,Show
Shin Ikki Tousen,Shin Ikki Tousen,Shin Ikki Tousen,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,true,true,true,false,true,,,,true,,"[""Action/Adventure"",""Fan Service""]","[""Genco""]",/shows/shin-ikki-tousen/,shin-ikki-tousen,2022,2022,"{""quality"":""HD"",""height"":1080}",TVMA,"[""TV-US|TV-MA"",""CBSC|18"",""zw-movies|18"",""RTE|MA"",""OFLC|R18+"",""FVLB|R18"",""RTC|C"",""CRRBR|A18""]",4196385,"[""Simulcast""]","[""episode""]",1,SIK,Show
Shinobi,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,,,false,,,,,,"[""Live-Action"",""Action/Adventure""]","[""Shochiku""]",/shows/shinobi/,shinobi,2005,2005,"{""quality"":""HD"",""height"":1080}",TVPG,"[""CBSC|PG"",""TV-US|TV-PG""]",48493,"[""Uncut""]","[""movie""]",1,SHO,Show
Shironeko Project ZERO Chronicle,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,false,false,false,false,false,,,,false,true,[],"[""Kadokawa""]",/shows/shironeko-project-zero-chronicle/,shironeko-project-zero-chronicle,2020,2020,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""DJCTQ|14"",""FVLB|R15"",""OFLC|M"",""RTC|B15"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",1072824,"[""Simulcast"",""Uncut""]","[""episode""]",1,SNP,Show
Shomin Sample,Shomin Sample,Shomin Sample,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,Sí,-,-,Sí,-,-,-,-,-,-,-,-,-,false,false,,false,false,false,false,false,false,false,"[""Fan Service"",""Romance""]","[""Showgate""]",/shows/shomin-sample/,shomin-sample,2015,2015,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""TV-US|TV-14"",""CRRBR|A14"",""RTC|B15"",""OFLC|M"",""FVLB|M""]",82693,"[""Simulcast"",""Uncut""]","[""episode""]",1,SMS,Show
Show by Rock!!,Show By Rock,Show By Rock,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,Sí,-,-,Sí,Sí,Sí,Sí,-,-,-,Sí,Sí,Sí,false,false,false,false,false,,,,,,"[""Comedy""]","[""Shochiku""]",/shows/show-by-rock/,show-by-rock,2016,2016,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""DJCTQ|14"",""RTC|B15"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",18068,"[""Simulcast"",""Uncut""]","[""episode""]",1,SBR,Show
Shuffle!,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,,,false,,,,true,true,"[""Fan Service"",""Fantasy""]","[""Kadokawa Pictures""]",/shows/shuffle/,shuffle,2005,2005,"{""quality"":""HD"",""height"":1080}",TVPG,"[""CBSC|PG"",""TV-US|TV-PG"",""OFLC|MA15+"",""FVLB|RP16""]",54207,"[""Uncut""]","[""episode""]",1,SHU,Show
Silver Spoon,Silver Spoon,Silver Spoon,-,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,false,false,false,false,false,,,,false,true,"[""Comedy"",""Shounen"",""Slice of Life""]","[""Aniplex""]",/shows/silver-spoon/,silver-spoon,2013,2013,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",1000512,"[""Uncut""]","[""episode""]",1,SSP,Show
Skate-Leading Stars,Skate-Leading Stars,Skate-Leading Stars,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,false,false,false,false,false,,,,false,true,"[""Drama"",""Slice of Life""]","[""Bandai Namco Arts""]",/shows/skate-leading-stars/,skate-leading-stars,2021,2021,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""DJCTQ|14"",""FVLB|R15"",""OFLC|M"",""RTC|B15"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",1317205,"[""Uncut"",""Simulcast""]","[""episode""]",1,SLS,Show
Sketchbook ~full color's~,,,-,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,false,,,,,,"[""Slice of Life""]","[""Right Stuf, Inc""]",/shows/sketchbook-full-colors/,sketchbook-full-colors,2007,2007,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14""]",990586,"[""Uncut""]","[""episode""]",1,SFC,Show
Sky Wizards Academy,Sky Wizards Academy,Sky Wizards Academy,true,true,-,-,-,-,Sí,Sí,-,Sí,Sí,-,-,Sí,-,-,Sí,-,-,-,-,-,-,-,-,-,false,true,true,false,true,false,false,false,false,false,"[""Action/Adventure"",""Fan Service"",""Sci Fi""]","[""Kadokawa Pictures""]",/shows/sky-wizards-academy/,sky-wizards-academy,2015,2015,"{""quality"":""HD"",""height"":1080}",TVMA,"[""CBSC|18"",""RTE|18"",""TV-US|TV-MA"",""zw-movies|18"",""RTC|C"",""CRRBR|A16"",""OFLC|M"",""FVLB|M""]",81073,"[""Uncut"",""Simulcast""]","[""episode""]",1,SWA,Show
Sleepy Princess in the Demon Castle,Sleepy Princess in the Demon Castle,Sleepy Princess in the Demon Castle,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,Sí,Sí,-,Sí,Sí,-,-,-,-,-,-,-,-,-,false,false,false,false,false,,,,false,true,"[""Comedy"",""Fantasy"",""Slice of Life""]","[""Furyu""]",/shows/sleepy-princess-in-the-demon-castle/,sleepy-princess-in-the-demon-castle,2020,2020,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",1174171,"[""Simulcast"",""Uncut""]","[""episode""]",1,SPC,Show
Slow Loop,Slow Loop,Slow Loop,-,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,false,false,false,false,false,,,,false,true,"[""Slice of Life""]","[""Kadokawa""]",/shows/slow-loop/,slow-loop,2022,2022,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",4034017,"[""Simulcast""]","[""episode""]",1,SLO,Show
Smile Down the Runway,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,false,false,false,false,false,,,,false,true,"[""Drama"",""Shoujo"",""Shounen"",""Slice of Life""]","[""DMM""]",/shows/smile-down-the-runway/,smile-down-the-runway,2020,2020,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""DJCTQ|14"",""FVLB|R15"",""OFLC|M"",""RTC|B15"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",1021533,"[""Uncut"",""Simulcast""]","[""episode""]",1,SDR,Show
Smuggler,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,,,false,,,,,,"[""Live-Action"",""Action/Adventure""]","[""Eleven Arts, Inc.""]",/shows/smuggler/,smuggler,2011,2011,"{""quality"":""HD"",""height"":1080}",TVPG,"[""CBSC|PG"",""TV-US|TV-PG""]",48411,"[""Uncut""]","[""movie""]",1,SMG,Show
Snow White with the Red Hair,Snow White with the Red Hair,Snow White with the Red Hair,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,Sí,-,-,Sí,-,-,-,-,-,-,-,-,-,false,false,,false,false,,,,false,false,"[""Fantasy"",""Romance"",""Shoujo""]","[""Showgate""]",/shows/snow-white-with-the-red-hair/,snow-white-with-the-red-hair,2015,2015,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""TV-US|TV-14"",""CRRBR|A14"",""RTC|B15"",""OFLC|M"",""FVLB|M""]",37057,"[""Uncut"",""Simulcast""]","[""episode""]",1,SWR,Show
Sonny Boy,Sonny Boy,Sonny Boy,true,true,true,true,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,false,false,false,false,false,,,,false,true,"[""Drama"",""Sci Fi""]","[""Shochiku""]",/shows/sonny-boy/,sonny-boy,2021,2021,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""DJCTQ|14"",""FVLB|R15"",""OFLC|M"",""RTC|B15"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",1643751,"[""Uncut"",""Simulcast""]","[""episode""]",1,SNY,Show
Sorairo Utility,,,-,true,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,false,false,false,false,false,,,,false,true,[],"[""Yostar""]",/shows/sorairo-utility/,sorairo-utility,2021,2021,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",4031757,"[""Simulcast""]","[""episode""]",1,SRU,Show
Sorcerous Stabber Orphen,Sorcerous Stabber Orphen,Sorcerous Stabber Orphen,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,,false,false,false,false,,,,false,true,"[""Fantasy"",""Action/Adventure"",""Comedy""]","[""NTV""]",/shows/sorcerous-stabber-orphen/,sorcerous-stabber-orphen,2020,2020,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|14""]",1018812,"[""Uncut"",""Simulcast""]","[""episode""]",1,SOR,Show
Soul Eater,Soul Eater,Soul Eater,true,true,true,true,-,Sí,Sí,Sí,Sí,Sí,Sí,-,Sí,Sí,-,Sí,Sí,-,-,-,-,-,-,-,-,-,false,false,false,false,false,false,false,false,false,true,"[""Shounen"",""Action/Adventure""]","[""Media Factory""]",/shows/soul-eater/,soul-eater,2008,2008,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",99122,"[null,""Uncut""]","[""episode""]",1,SOU,Show
Soul Eater Not!,Soul Eater Not!,Soul Eater Not!,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,false,false,false,false,false,,,,false,true,"[""Shounen"",""Action/Adventure""]","[""Media Factory""]",/shows/soul-eater-not/,soul-eater-not,2014,2014,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",83138,"[""Uncut"",""Simulcast""]","[""episode""]",1,SLN,Show
Sound of the Sky,,,-,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,false,,,,,,"[""Sci Fi"",""Drama""]","[""Right Stuf, Inc""]",/shows/sound-of-the-sky/,sound-of-the-sky,2010,2010,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14""]",1006743,"[""Uncut""]","[""episode""]",1,SSK,Show
Space Adventure Cobra,Space Adventure COBRA,Space Adventure COBRA,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,false,false,false,false,false,,,,false,true,"[""Action/Adventure"",""Sci Fi""]","[""TMS Entertainment""]",/shows/space-adventure-cobra/,space-adventure-cobra,1983,1983,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",1469828,"[""Uncut""]","[""episode"",""movie""]",1,SPA,Show
Space Battleship TIRAMISU,Space Battleship TIRAMISU,Space Battleship TIRAMISU,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,Sí,-,-,Sí,-,-,-,-,-,-,-,-,-,false,false,false,false,false,,,,false,true,"[""Sci Fi"",""Comedy""]","[""GONZO""]",/shows/space-battleship-tiramisu/,space-battleship-tiramisu,2018,2018,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",557705,"[""Simulcast"",""Uncut""]","[""episode"",""ova""]",1,SPT,Show
Space Battleship Yamato,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,,,false,,,,,,"[""Live-Action"",""Action/Adventure""]","[""Eleven Arts, Inc.""]",/shows/space-battleship-yamato/,space-battleship-yamato,2010,2010,"{""quality"":""HD"",""height"":1080}",TVPG,"[""CBSC|PG"",""TV-US|TV-PG""]",95211,"[""Uncut""]","[""movie""]",1,YTO,Show
Space Dandy,Space Dandy,Space Dandy,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,Sí,-,-,Sí,-,-,-,-,-,-,-,-,-,false,false,false,false,false,,,,false,false,"[""Comedy"",""Sci Fi""]","[""Bandai Visual Company""]",/shows/space-dandy/,space-dandy,2014,2014,"{""quality"":""HD"",""height"":1080}",TVPG,"[""CBSC|PG"",""RTE|Ch"",""TV-US|TV-PG"",""zw-movies|PG"",""RTC|B15"",""CRRBR|A14"",""OFLC|M"",""FVLB|M""]",95051,"[""Uncut"",""Simulcast""]","[""episode""]",1,SPD,Show
Space Patrol Luluco,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,"[""Action/Adventure"",""Comedy"",""Sci Fi""]","[""Crunchyroll""]",/shows/space-patrol-luluco/,space-patrol-luluco,2016,2016,"{""quality"":""HD"",""height"":1080}",,[],497438,"[""Uncut""]","[""episode""]",1,SPL,Show
Special 7: Special Crime Investigation Unit,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,false,false,false,false,false,false,false,false,true,true,"[""Action/Adventure"",""Sci Fi"",""Fantasy""]","[""Hakuhodo""]",/shows/special-7-special-crime-investigation-unit/,special-7-special-crime-investigation-unit,2019,2019,"{""quality"":""HD"",""height"":1080}",TV14,"[""CRRBR|A14"",""CBSC|14"",""RTE|PS"",""RTC|B15"",""TV-US|TV-14"",""zw-movies|12"",""OFLC|MA15+"",""FVLB|R15""]",961385,"[""Uncut"",""Simulcast""]","[""episode"",""ova""]",1,CSI,Show
Speed Grapher,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,,,false,,,,true,true,"[""Action/Adventure"",""Psychological""]","[""GDH GONZO DIGIMATION""]",/shows/speed-grapher/,speed-grapher,2005,2005,"{""quality"":""HD"",""height"":1080}",TVPG,"[""CBSC|PG"",""TV-US|TV-PG"",""OFLC|MA15+"",""FVLB|RP16""]",50117,"[""Uncut""]","[""episode""]",1,SPG,Show
